#    L    TT             EE             TE             PP             TP          
   936   0.147829E+04   0.353199E+02   0.582715E+02   0.344753E+06   0.871052E+02
   937   0.146702E+04   0.356114E+02   0.575418E+02   0.344163E+06   0.862416E+02
   938   0.145585E+04   0.358997E+02   0.567836E+02   0.343575E+06   0.853796E+02
   939   0.144478E+04   0.361848E+02   0.559974E+02   0.342987E+06   0.845195E+02
   940   0.143380E+04   0.364663E+02   0.551836E+02   0.342402E+06   0.836613E+02
   941   0.142294E+04   0.367445E+02   0.543425E+02   0.341817E+06   0.828050E+02
   942   0.141218E+04   0.370190E+02   0.534744E+02   0.341235E+06   0.819509E+02
   943   0.140154E+04   0.372897E+02   0.525800E+02   0.340653E+06   0.810988E+02
   944   0.139100E+04   0.375566E+02   0.516596E+02   0.340073E+06   0.802491E+02
   945   0.138059E+04   0.378196E+02   0.507137E+02   0.339495E+06   0.794016E+02
   946   0.137028E+04   0.380785E+02   0.497427E+02   0.338918E+06   0.785566E+02
   947   0.136011E+04   0.383332E+02   0.487473E+02   0.338342E+06   0.777141E+02
   948   0.135005E+04   0.385838E+02   0.477278E+02   0.337768E+06   0.768742E+02
   949   0.134011E+04   0.388300E+02   0.466846E+02   0.337195E+06   0.760370E+02
   950   0.133030E+04   0.390718E+02   0.456184E+02   0.336624E+06   0.752025E+02
   951   0.132063E+04   0.393090E+02   0.445294E+02   0.336054E+06   0.743710E+02
   952   0.131107E+04   0.395415E+02   0.434184E+02   0.335485E+06   0.735423E+02
   953   0.130165E+04   0.397693E+02   0.422856E+02   0.334918E+06   0.727165E+02
   954   0.129236E+04   0.399923E+02   0.411316E+02   0.334353E+06   0.718938E+02
   955   0.128321E+04   0.402103E+02   0.399569E+02   0.333788E+06   0.710740E+02
   956   0.127419E+04   0.404232E+02   0.387620E+02   0.333225E+06   0.702574E+02
   957   0.126532E+04   0.406311E+02   0.375475E+02   0.332664E+06   0.694438E+02
   958   0.125658E+04   0.408337E+02   0.363140E+02   0.332104E+06   0.686334E+02
   959   0.124798E+04   0.410311E+02   0.350622E+02   0.331545E+06   0.678261E+02
   960   0.123952E+04   0.412233E+02   0.337928E+02   0.330988E+06   0.670221E+02
   961   0.123121E+04   0.414101E+02   0.325062E+02   0.330432E+06   0.662214E+02
   962   0.122305E+04   0.415915E+02   0.312034E+02   0.329877E+06   0.654240E+02
   963   0.121504E+04   0.417675E+02   0.298849E+02   0.329324E+06   0.646299E+02
   964   0.120717E+04   0.419380E+02   0.285511E+02   0.328772E+06   0.638392E+02
   965   0.119946E+04   0.421029E+02   0.272027E+02   0.328221E+06   0.630520E+02
   966   0.119189E+04   0.422621E+02   0.258403E+02   0.327672E+06   0.622682E+02
   967   0.118448E+04   0.424156E+02   0.244645E+02   0.327124E+06   0.614879E+02
   968   0.117722E+04   0.425633E+02   0.230757E+02   0.326578E+06   0.607112E+02
   969   0.117011E+04   0.427051E+02   0.216746E+02   0.326033E+06   0.599381E+02
   970   0.116316E+04   0.428409E+02   0.202617E+02   0.325489E+06   0.591686E+02
   971   0.115636E+04   0.429709E+02   0.188376E+02   0.324946E+06   0.584028E+02
   972   0.114971E+04   0.430947E+02   0.174031E+02   0.324405E+06   0.576408E+02
   973   0.114322E+04   0.432125E+02   0.159586E+02   0.323865E+06   0.568824E+02
   974   0.113690E+04   0.433242E+02   0.145048E+02   0.323327E+06   0.561279E+02
   975   0.113072E+04   0.434297E+02   0.130425E+02   0.322790E+06   0.553772E+02
   976   0.112470E+04   0.435292E+02   0.115721E+02   0.322254E+06   0.546304E+02
   977   0.111884E+04   0.436223E+02   0.100944E+02   0.321719E+06   0.538875E+02
   978   0.111314E+04   0.437092E+02   0.860981E+01   0.321186E+06   0.531486E+02
   979   0.110759E+04   0.437899E+02   0.711913E+01   0.320654E+06   0.524136E+02
   980   0.110221E+04   0.438642E+02   0.562287E+01   0.320123E+06   0.516827E+02
   981   0.109698E+04   0.439324E+02   0.412163E+01   0.319594E+06   0.509559E+02
   982   0.109191E+04   0.439941E+02   0.261600E+01   0.319066E+06   0.502332E+02
   983   0.108700E+04   0.440497E+02   0.110660E+01   0.318539E+06   0.495147E+02
   984   0.108225E+04   0.440988E+02  -0.406003E+00   0.318014E+06   0.488004E+02
   985   0.107765E+04   0.441416E+02  -0.192126E+01   0.317490E+06   0.480903E+02
   986   0.107321E+04   0.441780E+02  -0.343862E+01   0.316967E+06   0.473846E+02
   987   0.106893E+04   0.442080E+02  -0.495757E+01   0.316445E+06   0.466831E+02
   988   0.106481E+04   0.442314E+02  -0.647757E+01   0.315925E+06   0.459860E+02
   989   0.106085E+04   0.442485E+02  -0.799809E+01   0.315406E+06   0.452933E+02
   990   0.105704E+04   0.442590E+02  -0.951852E+01   0.314888E+06   0.446051E+02
   991   0.105339E+04   0.442629E+02  -0.110384E+02   0.314371E+06   0.439214E+02
   992   0.104990E+04   0.442604E+02  -0.125571E+02   0.313856E+06   0.432421E+02
   993   0.104656E+04   0.442513E+02  -0.140740E+02   0.313342E+06   0.425675E+02
   994   0.104338E+04   0.442357E+02  -0.155882E+02   0.312829E+06   0.418975E+02
   995   0.104035E+04   0.442136E+02  -0.170993E+02   0.312317E+06   0.412321E+02
   996   0.103748E+04   0.441852E+02  -0.186066E+02   0.311807E+06   0.405714E+02
   997   0.103476E+04   0.441501E+02  -0.201095E+02   0.311298E+06   0.399155E+02
   998   0.103220E+04   0.441086E+02  -0.216072E+02   0.310790E+06   0.392643E+02
   999   0.102979E+04   0.440608E+02  -0.230990E+02   0.310283E+06   0.386179E+02
  1000   0.102753E+04   0.440065E+02  -0.245843E+02   0.309778E+06   0.379764E+02
  1001   0.102542E+04   0.439457E+02  -0.260623E+02   0.309273E+06   0.373398E+02
  1002   0.102346E+04   0.438785E+02  -0.275323E+02   0.308770E+06   0.367081E+02
  1003   0.102164E+04   0.438048E+02  -0.289936E+02   0.308268E+06   0.360813E+02
  1004   0.101997E+04   0.437246E+02  -0.304454E+02   0.307768E+06   0.354595E+02
  1005   0.101843E+04   0.436380E+02  -0.318872E+02   0.307268E+06   0.348426E+02
  1006   0.101704E+04   0.435451E+02  -0.333184E+02   0.306770E+06   0.342307E+02
  1007   0.101579E+04   0.434461E+02  -0.347388E+02   0.306273E+06   0.336238E+02
  1008   0.101467E+04   0.433410E+02  -0.361482E+02   0.305777E+06   0.330219E+02
  1009   0.101370E+04   0.432301E+02  -0.375460E+02   0.305283E+06   0.324250E+02
  1010   0.101286E+04   0.431135E+02  -0.389320E+02   0.304789E+06   0.318332E+02
  1011   0.101215E+04   0.429913E+02  -0.403059E+02   0.304297E+06   0.312464E+02
  1012   0.101157E+04   0.428636E+02  -0.416674E+02   0.303806E+06   0.306646E+02
  1013   0.101112E+04   0.427305E+02  -0.430160E+02   0.303316E+06   0.300880E+02
  1014   0.101081E+04   0.425919E+02  -0.443512E+02   0.302827E+06   0.295164E+02
  1015   0.101061E+04   0.424476E+02  -0.456726E+02   0.302340E+06   0.289500E+02
  1016   0.101055E+04   0.422978E+02  -0.469797E+02   0.301854E+06   0.283887E+02
  1017   0.101063E+04   0.421422E+02  -0.482722E+02   0.301368E+06   0.278325E+02
  1018   0.101082E+04   0.419808E+02  -0.495494E+02   0.300884E+06   0.272815E+02
  1019   0.101114E+04   0.418137E+02  -0.508109E+02   0.300402E+06   0.267356E+02
  1020   0.101158E+04   0.416407E+02  -0.520561E+02   0.299920E+06   0.261950E+02
  1021   0.101215E+04   0.414624E+02  -0.532841E+02   0.299439E+06   0.256596E+02
  1022   0.101283E+04   0.412787E+02  -0.544944E+02   0.298960E+06   0.251293E+02
  1023   0.101362E+04   0.410897E+02  -0.556862E+02   0.298482E+06   0.246043E+02
  1024   0.101452E+04   0.408957E+02  -0.568588E+02   0.298004E+06   0.240846E+02
  1025   0.101552E+04   0.406969E+02  -0.580114E+02   0.297529E+06   0.235701E+02
  1026   0.101664E+04   0.404933E+02  -0.591434E+02   0.297054E+06   0.230609E+02
  1027   0.101785E+04   0.402851E+02  -0.602549E+02   0.296580E+06   0.225570E+02
  1028   0.101915E+04   0.400722E+02  -0.613459E+02   0.296107E+06   0.220585E+02
  1029   0.102057E+04   0.398548E+02  -0.624164E+02   0.295636E+06   0.215652E+02
  1030   0.102208E+04   0.396329E+02  -0.634664E+02   0.295166E+06   0.210773E+02
  1031   0.102369E+04   0.394066E+02  -0.644961E+02   0.294697E+06   0.205948E+02
  1032   0.102539E+04   0.391759E+02  -0.655055E+02   0.294228E+06   0.201176E+02
  1033   0.102719E+04   0.389409E+02  -0.664947E+02   0.293762E+06   0.196458E+02
  1034   0.102909E+04   0.387017E+02  -0.674629E+02   0.293296E+06   0.191794E+02
  1035   0.103108E+04   0.384585E+02  -0.684096E+02   0.292831E+06   0.187185E+02
  1036   0.103315E+04   0.382113E+02  -0.693342E+02   0.292367E+06   0.182630E+02
  1037   0.103529E+04   0.379603E+02  -0.702359E+02   0.291905E+06   0.178129E+02
  1038   0.103753E+04   0.377057E+02  -0.711143E+02   0.291443E+06   0.173683E+02
  1039   0.103984E+04   0.374476E+02  -0.719687E+02   0.290983E+06   0.169292E+02
  1040   0.104221E+04   0.371861E+02  -0.727984E+02   0.290524E+06   0.164955E+02
  1041   0.104466E+04   0.369212E+02  -0.736033E+02   0.290066E+06   0.160674E+02
  1042   0.104718E+04   0.366529E+02  -0.743835E+02   0.289609E+06   0.156449E+02
  1043   0.104976E+04   0.363814E+02  -0.751385E+02   0.289153E+06   0.152278E+02
  1044   0.105241E+04   0.361066E+02  -0.758690E+02   0.288698E+06   0.148163E+02
  1045   0.105512E+04   0.358284E+02  -0.765742E+02   0.288244E+06   0.144104E+02
  1046   0.105789E+04   0.355471E+02  -0.772549E+02   0.287791E+06   0.140101E+02
  1047   0.106072E+04   0.352626E+02  -0.779104E+02   0.287340E+06   0.136154E+02
  1048   0.106361E+04   0.349750E+02  -0.785406E+02   0.286889E+06   0.132264E+02
  1049   0.106655E+04   0.346846E+02  -0.791448E+02   0.286440E+06   0.128429E+02
  1050   0.106954E+04   0.343917E+02  -0.797245E+02   0.285991E+06   0.124651E+02
  1051   0.107258E+04   0.340964E+02  -0.802788E+02   0.285544E+06   0.120930E+02
  1052   0.107566E+04   0.337987E+02  -0.808072E+02   0.285098E+06   0.117265E+02
  1053   0.107879E+04   0.334991E+02  -0.813096E+02   0.284652E+06   0.113657E+02
  1054   0.108196E+04   0.331978E+02  -0.817860E+02   0.284208E+06   0.110105E+02
  1055   0.108516E+04   0.328947E+02  -0.822371E+02   0.283765E+06   0.106609E+02
  1056   0.108840E+04   0.325900E+02  -0.826622E+02   0.283323E+06   0.103169E+02
  1057   0.109167E+04   0.322838E+02  -0.830606E+02   0.282882E+06   0.997850E+01
  1058   0.109497E+04   0.319762E+02  -0.834336E+02   0.282442E+06   0.964568E+01
  1059   0.109829E+04   0.316673E+02  -0.837800E+02   0.282003E+06   0.931842E+01
  1060   0.110164E+04   0.313571E+02  -0.840996E+02   0.281565E+06   0.899671E+01
  1061   0.110501E+04   0.310459E+02  -0.843939E+02   0.281128E+06   0.868054E+01
  1062   0.110841E+04   0.307336E+02  -0.846607E+02   0.280692E+06   0.836989E+01
  1063   0.111182E+04   0.304204E+02  -0.849023E+02   0.280257E+06   0.806476E+01
  1064   0.111524E+04   0.301065E+02  -0.851171E+02   0.279823E+06   0.776512E+01
  1065   0.111867E+04   0.297919E+02  -0.853051E+02   0.279390E+06   0.747097E+01
  1066   0.112212E+04   0.294767E+02  -0.854679E+02   0.278959E+06   0.718229E+01
  1067   0.112557E+04   0.291610E+02  -0.856040E+02   0.278528E+06   0.689906E+01
  1068   0.112903E+04   0.288451E+02  -0.857140E+02   0.278098E+06   0.662129E+01
  1069   0.113248E+04   0.285289E+02  -0.857981E+02   0.277669E+06   0.634894E+01
  1070   0.113594E+04   0.282126E+02  -0.858561E+02   0.277242E+06   0.608202E+01
  1071   0.113940E+04   0.278964E+02  -0.858881E+02   0.276815E+06   0.582050E+01
  1072   0.114285E+04   0.275803E+02  -0.858949E+02   0.276389E+06   0.556438E+01
  1073   0.114629E+04   0.272646E+02  -0.858757E+02   0.275964E+06   0.531364E+01
  1074   0.114973E+04   0.269493E+02  -0.858311E+02   0.275541E+06   0.506826E+01
  1075   0.115314E+04   0.266346E+02  -0.857614E+02   0.275118E+06   0.482824E+01
  1076   0.115655E+04   0.263206E+02  -0.856656E+02   0.274696E+06   0.459356E+01
  1077   0.115994E+04   0.260073E+02  -0.855453E+02   0.274275E+06   0.436421E+01
  1078   0.116331E+04   0.256949E+02  -0.854005E+02   0.273856E+06   0.414017E+01
  1079   0.116666E+04   0.253836E+02  -0.852304E+02   0.273437E+06   0.392144E+01
  1080   0.116999E+04   0.250734E+02  -0.850366E+02   0.273019E+06   0.370799E+01
  1081   0.117328E+04   0.247646E+02  -0.848175E+02   0.272602E+06   0.349982E+01
  1082   0.117655E+04   0.244571E+02  -0.845746E+02   0.272186E+06   0.329692E+01
  1083   0.117979E+04   0.241511E+02  -0.843079E+02   0.271771E+06   0.309926E+01
  1084   0.118300E+04   0.238467E+02  -0.840175E+02   0.271357E+06   0.290684E+01
  1085   0.118617E+04   0.235440E+02  -0.837040E+02   0.270944E+06   0.271964E+01
  1086   0.118931E+04   0.232431E+02  -0.833661E+02   0.270532E+06   0.253766E+01
  1087   0.119241E+04   0.229440E+02  -0.830058E+02   0.270121E+06   0.236087E+01
  1088   0.119546E+04   0.226470E+02  -0.826225E+02   0.269711E+06   0.218927E+01
  1089   0.119847E+04   0.223522E+02  -0.822161E+02   0.269302E+06   0.202284E+01
  1090   0.120143E+04   0.220595E+02  -0.817875E+02   0.268894E+06   0.186157E+01
  1091   0.120435E+04   0.217692E+02  -0.813374E+02   0.268487E+06   0.170544E+01
  1092   0.120722E+04   0.214814E+02  -0.808649E+02   0.268081E+06   0.155445E+01
  1093   0.121004E+04   0.211962E+02  -0.803716E+02   0.267675E+06   0.140857E+01
  1094   0.121280E+04   0.209136E+02  -0.798568E+02   0.267271E+06   0.126781E+01
  1095   0.121551E+04   0.206338E+02  -0.793220E+02   0.266867E+06   0.113213E+01
  1096   0.121816E+04   0.203570E+02  -0.787663E+02   0.266465E+06   0.100154E+01
  1097   0.122076E+04   0.200832E+02  -0.781906E+02   0.266063E+06   0.876009E+00
  1098   0.122330E+04   0.198124E+02  -0.775955E+02   0.265663E+06   0.755536E+00
  1099   0.122578E+04   0.195449E+02  -0.769812E+02   0.265263E+06   0.640104E+00
  1100   0.122820E+04   0.192807E+02  -0.763482E+02   0.264864E+06   0.529700E+00
  1101   0.123055E+04   0.190197E+02  -0.756960E+02   0.264466E+06   0.424307E+00
  1102   0.123283E+04   0.187622E+02  -0.750259E+02   0.264070E+06   0.323892E+00
  1103   0.123505E+04   0.185083E+02  -0.743372E+02   0.263674E+06   0.228418E+00
  1104   0.123720E+04   0.182581E+02  -0.736314E+02   0.263278E+06   0.137849E+00
  1105   0.123928E+04   0.180114E+02  -0.729084E+02   0.262884E+06   0.521475E-01
  1106   0.124129E+04   0.177686E+02  -0.721686E+02   0.262491E+06  -0.287235E-01
  1107   0.124322E+04   0.175296E+02  -0.714125E+02   0.262099E+06  -0.104801E+00
  1108   0.124508E+04   0.172946E+02  -0.706405E+02   0.261707E+06  -0.176121E+00
  1109   0.124687E+04   0.170636E+02  -0.698530E+02   0.261317E+06  -0.242722E+00
  1110   0.124858E+04   0.168368E+02  -0.690504E+02   0.260927E+06  -0.304639E+00
  1111   0.125021E+04   0.166141E+02  -0.682331E+02   0.260538E+06  -0.361910E+00
  1112   0.125176E+04   0.163956E+02  -0.674015E+02   0.260150E+06  -0.414571E+00
  1113   0.125324E+04   0.161815E+02  -0.665563E+02   0.259763E+06  -0.462660E+00
  1114   0.125464E+04   0.159719E+02  -0.656976E+02   0.259377E+06  -0.506213E+00
  1115   0.125595E+04   0.157667E+02  -0.648260E+02   0.258992E+06  -0.545267E+00
  1116   0.125718E+04   0.155660E+02  -0.639419E+02   0.258608E+06  -0.579860E+00
  1117   0.125833E+04   0.153699E+02  -0.630458E+02   0.258225E+06  -0.610027E+00
  1118   0.125940E+04   0.151784E+02  -0.621380E+02   0.257842E+06  -0.635806E+00
  1119   0.126038E+04   0.149917E+02  -0.612191E+02   0.257460E+06  -0.657234E+00
  1120   0.126127E+04   0.148097E+02  -0.602894E+02   0.257080E+06  -0.674347E+00
  1121   0.126208E+04   0.146326E+02  -0.593494E+02   0.256700E+06  -0.687183E+00
  1122   0.126280E+04   0.144604E+02  -0.583996E+02   0.256321E+06  -0.695778E+00
  1123   0.126343E+04   0.142930E+02  -0.574403E+02   0.255943E+06  -0.700169E+00
  1124   0.126398E+04   0.141307E+02  -0.564721E+02   0.255565E+06  -0.700393E+00
  1125   0.126443E+04   0.139733E+02  -0.554952E+02   0.255189E+06  -0.696487E+00
  1126   0.126479E+04   0.138210E+02  -0.545105E+02   0.254814E+06  -0.688488E+00
  1127   0.126506E+04   0.136738E+02  -0.535182E+02   0.254439E+06  -0.676432E+00
  1128   0.126525E+04   0.135319E+02  -0.525191E+02   0.254065E+06  -0.660357E+00
  1129   0.126534E+04   0.133951E+02  -0.515134E+02   0.253692E+06  -0.640299E+00
  1130   0.126534E+04   0.132635E+02  -0.505017E+02   0.253320E+06  -0.616296E+00
  1131   0.126526E+04   0.131372E+02  -0.494846E+02   0.252949E+06  -0.588383E+00
  1132   0.126508E+04   0.130163E+02  -0.484625E+02   0.252578E+06  -0.556598E+00
  1133   0.126481E+04   0.129007E+02  -0.474359E+02   0.252209E+06  -0.520979E+00
  1134   0.126444E+04   0.127904E+02  -0.464051E+02   0.251840E+06  -0.481561E+00
  1135   0.126399E+04   0.126855E+02  -0.453708E+02   0.251472E+06  -0.438381E+00
  1136   0.126345E+04   0.125861E+02  -0.443331E+02   0.251105E+06  -0.391477E+00
  1137   0.126281E+04   0.124920E+02  -0.432928E+02   0.250739E+06  -0.340886E+00
  1138   0.126208E+04   0.124034E+02  -0.422502E+02   0.250374E+06  -0.286643E+00
  1139   0.126126E+04   0.123202E+02  -0.412057E+02   0.250009E+06  -0.228786E+00
  1140   0.126034E+04   0.122424E+02  -0.401599E+02   0.249645E+06  -0.167353E+00
  1141   0.125934E+04   0.121702E+02  -0.391133E+02   0.249283E+06  -0.102379E+00
  1142   0.125824E+04   0.121034E+02  -0.380663E+02   0.248921E+06  -0.339020E-01
  1143   0.125705E+04   0.120421E+02  -0.370194E+02   0.248559E+06   0.380417E-01
  1144   0.125576E+04   0.119863E+02  -0.359731E+02   0.248199E+06   0.113415E+00
  1145   0.125439E+04   0.119360E+02  -0.349278E+02   0.247839E+06   0.192181E+00
  1146   0.125292E+04   0.118912E+02  -0.338841E+02   0.247481E+06   0.274303E+00
  1147   0.125137E+04   0.118519E+02  -0.328424E+02   0.247123E+06   0.359743E+00
  1148   0.124972E+04   0.118180E+02  -0.318030E+02   0.246766E+06   0.448466E+00
  1149   0.124798E+04   0.117897E+02  -0.307665E+02   0.246409E+06   0.540435E+00
  1150   0.124615E+04   0.117667E+02  -0.297332E+02   0.246054E+06   0.635611E+00
  1151   0.124424E+04   0.117492E+02  -0.287037E+02   0.245699E+06   0.733960E+00
  1152   0.124223E+04   0.117372E+02  -0.276785E+02   0.245345E+06   0.835446E+00
  1153   0.124015E+04   0.117306E+02  -0.266578E+02   0.244992E+06   0.940037E+00
  1154   0.123796E+04   0.117294E+02  -0.256422E+02   0.244640E+06   0.104770E+01
  1155   0.123570E+04   0.117335E+02  -0.246321E+02   0.244288E+06   0.115839E+01
  1156   0.123334E+04   0.117430E+02  -0.236280E+02   0.243937E+06   0.127210E+01
  1157   0.123090E+04   0.117577E+02  -0.226302E+02   0.243587E+06   0.138876E+01
  1158   0.122839E+04   0.117779E+02  -0.216394E+02   0.243238E+06   0.150837E+01
  1159   0.122579E+04   0.118032E+02  -0.206558E+02   0.242890E+06   0.163088E+01
  1160   0.122311E+04   0.118338E+02  -0.196798E+02   0.242542E+06   0.175625E+01
  1161   0.122034E+04   0.118696E+02  -0.187120E+02   0.242196E+06   0.188446E+01
  1162   0.121751E+04   0.119105E+02  -0.177526E+02   0.241849E+06   0.201547E+01
  1163   0.121459E+04   0.119566E+02  -0.168020E+02   0.241504E+06   0.214924E+01
  1164   0.121159E+04   0.120078E+02  -0.158607E+02   0.241160E+06   0.228575E+01
