#    L    TT             EE             BB             TE             PP             TP             EP          
   798   0.255925E+04   0.154325E+02   0.000000E+00  -0.966006E+02   0.951749E-08   0.111143E-04  -0.546262E-06
   799   0.256244E+04   0.152289E+02   0.000000E+00  -0.949694E+02   0.949904E-08   0.110906E-04  -0.536455E-06
   800   0.256545E+04   0.150298E+02   0.000000E+00  -0.933158E+02   0.948065E-08   0.110664E-04  -0.526639E-06
   801   0.256828E+04   0.148353E+02   0.000000E+00  -0.916422E+02   0.946231E-08   0.110416E-04  -0.516815E-06
   802   0.257092E+04   0.146453E+02   0.000000E+00  -0.899478E+02   0.944402E-08   0.110163E-04  -0.506983E-06
   803   0.257337E+04   0.144601E+02   0.000000E+00  -0.882333E+02   0.942579E-08   0.109905E-04  -0.497145E-06
   804   0.257564E+04   0.142797E+02   0.000000E+00  -0.865003E+02   0.940761E-08   0.109642E-04  -0.487301E-06
   805   0.257770E+04   0.141043E+02   0.000000E+00  -0.847479E+02   0.938948E-08   0.109373E-04  -0.477451E-06
   806   0.257956E+04   0.139340E+02   0.000000E+00  -0.829784E+02   0.937141E-08   0.109100E-04  -0.467596E-06
   807   0.258121E+04   0.137688E+02   0.000000E+00  -0.811903E+02   0.935339E-08   0.108822E-04  -0.457736E-06
   808   0.258265E+04   0.136090E+02   0.000000E+00  -0.793866E+02   0.933542E-08   0.108538E-04  -0.447872E-06
   809   0.258387E+04   0.134547E+02   0.000000E+00  -0.775666E+02   0.931751E-08   0.108250E-04  -0.438005E-06
   810   0.258488E+04   0.133058E+02   0.000000E+00  -0.757310E+02   0.929964E-08   0.107957E-04  -0.428134E-06
   811   0.258567E+04   0.131625E+02   0.000000E+00  -0.738814E+02   0.928184E-08   0.107660E-04  -0.418261E-06
   812   0.258627E+04   0.130247E+02   0.000000E+00  -0.720184E+02   0.926408E-08   0.107358E-04  -0.408386E-06
   813   0.258665E+04   0.128926E+02   0.000000E+00  -0.701432E+02   0.924637E-08   0.107051E-04  -0.398510E-06
   814   0.258684E+04   0.127661E+02   0.000000E+00  -0.682565E+02   0.922872E-08   0.106740E-04  -0.388632E-06
   815   0.258683E+04   0.126452E+02   0.000000E+00  -0.663592E+02   0.921112E-08   0.106424E-04  -0.378754E-06
   816   0.258662E+04   0.125302E+02   0.000000E+00  -0.644522E+02   0.919356E-08   0.106104E-04  -0.368876E-06
   817   0.258622E+04   0.124209E+02   0.000000E+00  -0.625362E+02   0.917606E-08   0.105780E-04  -0.358998E-06
   818   0.258561E+04   0.123175E+02   0.000000E+00  -0.606112E+02   0.915861E-08   0.105451E-04  -0.349122E-06
   819   0.258480E+04   0.122200E+02   0.000000E+00  -0.586777E+02   0.914121E-08   0.105119E-04  -0.339247E-06
   820   0.258377E+04   0.121285E+02   0.000000E+00  -0.567362E+02   0.912386E-08   0.104782E-04  -0.329375E-06
   821   0.258252E+04   0.120431E+02   0.000000E+00  -0.547870E+02   0.910657E-08   0.104441E-04  -0.319505E-06
   822   0.258105E+04   0.119639E+02   0.000000E+00  -0.528305E+02   0.908931E-08   0.104096E-04  -0.309638E-06
   823   0.257935E+04   0.118908E+02   0.000000E+00  -0.508671E+02   0.907212E-08   0.103747E-04  -0.299775E-06
   824   0.257742E+04   0.118239E+02   0.000000E+00  -0.488979E+02   0.905496E-08   0.103394E-04  -0.289916E-06
   825   0.257528E+04   0.117633E+02   0.000000E+00  -0.469241E+02   0.903786E-08   0.103038E-04  -0.280062E-06
   826   0.257292E+04   0.117090E+02   0.000000E+00  -0.449469E+02   0.902081E-08   0.102678E-04  -0.270213E-06
   827   0.257035E+04   0.116609E+02   0.000000E+00  -0.429675E+02   0.900381E-08   0.102314E-04  -0.260370E-06
   828   0.256758E+04   0.116192E+02   0.000000E+00  -0.409868E+02   0.898685E-08   0.101946E-04  -0.250533E-06
   829   0.256461E+04   0.115838E+02   0.000000E+00  -0.390063E+02   0.896995E-08   0.101575E-04  -0.240703E-06
   830   0.256145E+04   0.115547E+02   0.000000E+00  -0.370268E+02   0.895309E-08   0.101201E-04  -0.230880E-06
   831   0.255810E+04   0.115320E+02   0.000000E+00  -0.350488E+02   0.893628E-08   0.100823E-04  -0.221066E-06
   832   0.255454E+04   0.115156E+02   0.000000E+00  -0.330728E+02   0.891952E-08   0.100442E-04  -0.211259E-06
   833   0.255078E+04   0.115058E+02   0.000000E+00  -0.310991E+02   0.890280E-08   0.100057E-04  -0.201462E-06
   834   0.254682E+04   0.115023E+02   0.000000E+00  -0.291279E+02   0.888613E-08   0.996697E-05  -0.191673E-06
   835   0.254264E+04   0.115054E+02   0.000000E+00  -0.271598E+02   0.886951E-08   0.992788E-05  -0.181895E-06
   836   0.253824E+04   0.115150E+02   0.000000E+00  -0.251949E+02   0.885294E-08   0.988849E-05  -0.172127E-06
   837   0.253362E+04   0.115311E+02   0.000000E+00  -0.232339E+02   0.883641E-08   0.984879E-05  -0.162371E-06
   838   0.252880E+04   0.115538E+02   0.000000E+00  -0.212775E+02   0.881993E-08   0.980880E-05  -0.152625E-06
   839   0.252375E+04   0.115829E+02   0.000000E+00  -0.193268E+02   0.880350E-08   0.976852E-05  -0.142892E-06
   840   0.251851E+04   0.116185E+02   0.000000E+00  -0.173828E+02   0.878711E-08   0.972796E-05  -0.133171E-06
   841   0.251307E+04   0.116604E+02   0.000000E+00  -0.154464E+02   0.877077E-08   0.968712E-05  -0.123463E-06
   842   0.250744E+04   0.117088E+02   0.000000E+00  -0.135187E+02   0.875447E-08   0.964601E-05  -0.113769E-06
   843   0.250161E+04   0.117635E+02   0.000000E+00  -0.116006E+02   0.873822E-08   0.960464E-05  -0.104089E-06
   844   0.249561E+04   0.118244E+02   0.000000E+00  -0.969315E+01   0.872201E-08   0.956301E-05  -0.944238E-07
   845   0.248942E+04   0.118916E+02   0.000000E+00  -0.779683E+01   0.870585E-08   0.952113E-05  -0.847735E-07
   846   0.248305E+04   0.119652E+02   0.000000E+00  -0.591237E+01   0.868973E-08   0.947901E-05  -0.751389E-07
   847   0.247649E+04   0.120451E+02   0.000000E+00  -0.404024E+01   0.867366E-08   0.943664E-05  -0.655204E-07
   848   0.246974E+04   0.121313E+02   0.000000E+00  -0.218105E+01   0.865763E-08   0.939405E-05  -0.559186E-07
   849   0.246280E+04   0.122240E+02   0.000000E+00  -0.335362E+00   0.864165E-08   0.935123E-05  -0.463341E-07
   850   0.245566E+04   0.123230E+02   0.000000E+00   0.149626E+01   0.862571E-08   0.930820E-05  -0.367672E-07
   851   0.244834E+04   0.124285E+02   0.000000E+00   0.331325E+01   0.860981E-08   0.926495E-05  -0.272188E-07
   852   0.244082E+04   0.125402E+02   0.000000E+00   0.511509E+01   0.859396E-08   0.922149E-05  -0.176898E-07
   853   0.243311E+04   0.126582E+02   0.000000E+00   0.690128E+01   0.857815E-08   0.917783E-05  -0.818172E-08
   854   0.242522E+04   0.127822E+02   0.000000E+00   0.867129E+01   0.856238E-08   0.913396E-05   0.130432E-08
   855   0.241717E+04   0.129123E+02   0.000000E+00   0.104246E+02   0.854666E-08   0.908988E-05   0.107670E-07
   856   0.240894E+04   0.130483E+02   0.000000E+00   0.121608E+02   0.853098E-08   0.904561E-05   0.202050E-07
   857   0.240055E+04   0.131900E+02   0.000000E+00   0.138793E+02   0.851534E-08   0.900114E-05   0.296171E-07
   858   0.239201E+04   0.133376E+02   0.000000E+00   0.155795E+02   0.849975E-08   0.895648E-05   0.390020E-07
   859   0.238331E+04   0.134908E+02   0.000000E+00   0.172606E+02   0.848420E-08   0.891163E-05   0.483585E-07
   860   0.237446E+04   0.136496E+02   0.000000E+00   0.189218E+02   0.846868E-08   0.886658E-05   0.576852E-07
   861   0.236545E+04   0.138142E+02   0.000000E+00   0.205622E+02   0.845322E-08   0.882135E-05   0.669808E-07
   862   0.235629E+04   0.139843E+02   0.000000E+00   0.221809E+02   0.843779E-08   0.877593E-05   0.762442E-07
   863   0.234699E+04   0.141601E+02   0.000000E+00   0.237772E+02   0.842241E-08   0.873033E-05   0.854739E-07
   864   0.233754E+04   0.143415E+02   0.000000E+00   0.253499E+02   0.840706E-08   0.868455E-05   0.946688E-07
   865   0.232795E+04   0.145285E+02   0.000000E+00   0.268985E+02   0.839176E-08   0.863859E-05   0.103828E-06
   866   0.231822E+04   0.147210E+02   0.000000E+00   0.284225E+02   0.837650E-08   0.859246E-05   0.112949E-06
   867   0.230834E+04   0.149189E+02   0.000000E+00   0.299221E+02   0.836128E-08   0.854615E-05   0.122031E-06
   868   0.229832E+04   0.151221E+02   0.000000E+00   0.313968E+02   0.834611E-08   0.849967E-05   0.131074E-06
   869   0.228816E+04   0.153304E+02   0.000000E+00   0.328465E+02   0.833097E-08   0.845303E-05   0.140076E-06
   870   0.227787E+04   0.155440E+02   0.000000E+00   0.342711E+02   0.831587E-08   0.840622E-05   0.149034E-06
   871   0.226744E+04   0.157625E+02   0.000000E+00   0.356704E+02   0.830082E-08   0.835925E-05   0.157949E-06
   872   0.225688E+04   0.159860E+02   0.000000E+00   0.370443E+02   0.828580E-08   0.831211E-05   0.166819E-06
   873   0.224619E+04   0.162142E+02   0.000000E+00   0.383921E+02   0.827083E-08   0.826482E-05   0.175643E-06
   874   0.223539E+04   0.164472E+02   0.000000E+00   0.397133E+02   0.825590E-08   0.821737E-05   0.184419E-06
   875   0.222446E+04   0.166847E+02   0.000000E+00   0.410074E+02   0.824100E-08   0.816978E-05   0.193146E-06
   876   0.221342E+04   0.169267E+02   0.000000E+00   0.422738E+02   0.822615E-08   0.812202E-05   0.201823E-06
   877   0.220227E+04   0.171731E+02   0.000000E+00   0.435118E+02   0.821133E-08   0.807412E-05   0.210448E-06
   878   0.219103E+04   0.174236E+02   0.000000E+00   0.447211E+02   0.819656E-08   0.802608E-05   0.219021E-06
   879   0.217969E+04   0.176784E+02   0.000000E+00   0.459009E+02   0.818182E-08   0.797789E-05   0.227539E-06
   880   0.216826E+04   0.179371E+02   0.000000E+00   0.470509E+02   0.816713E-08   0.792956E-05   0.236003E-06
   881   0.215673E+04   0.181998E+02   0.000000E+00   0.481705E+02   0.815247E-08   0.788109E-05   0.244409E-06
   882   0.214512E+04   0.184664E+02   0.000000E+00   0.492593E+02   0.813785E-08   0.783249E-05   0.252758E-06
   883   0.213342E+04   0.187367E+02   0.000000E+00   0.503166E+02   0.812327E-08   0.778375E-05   0.261048E-06
   884   0.212164E+04   0.190108E+02   0.000000E+00   0.513421E+02   0.810873E-08   0.773488E-05   0.269277E-06
   885   0.210977E+04   0.192886E+02   0.000000E+00   0.523353E+02   0.809422E-08   0.768589E-05   0.277445E-06
   886   0.209781E+04   0.195698E+02   0.000000E+00   0.532956E+02   0.807976E-08   0.763676E-05   0.285549E-06
   887   0.208578E+04   0.198546E+02   0.000000E+00   0.542231E+02   0.806533E-08   0.758751E-05   0.293590E-06
   888   0.207368E+04   0.201426E+02   0.000000E+00   0.551176E+02   0.805094E-08   0.753815E-05   0.301564E-06
   889   0.206150E+04   0.204338E+02   0.000000E+00   0.559791E+02   0.803659E-08   0.748866E-05   0.309472E-06
   890   0.204926E+04   0.207282E+02   0.000000E+00   0.568075E+02   0.802228E-08   0.743905E-05   0.317312E-06
   891   0.203695E+04   0.210255E+02   0.000000E+00   0.576029E+02   0.800800E-08   0.738934E-05   0.325083E-06
   892   0.202458E+04   0.213256E+02   0.000000E+00   0.583650E+02   0.799376E-08   0.733951E-05   0.332783E-06
   893   0.201215E+04   0.216284E+02   0.000000E+00   0.590939E+02   0.797956E-08   0.728957E-05   0.340411E-06
   894   0.199968E+04   0.219338E+02   0.000000E+00   0.597895E+02   0.796540E-08   0.723952E-05   0.347965E-06
   895   0.198715E+04   0.222416E+02   0.000000E+00   0.604514E+02   0.795127E-08   0.718937E-05   0.355446E-06
   896   0.197458E+04   0.225517E+02   0.000000E+00   0.610798E+02   0.793718E-08   0.713912E-05   0.362850E-06
   897   0.196197E+04   0.228639E+02   0.000000E+00   0.616744E+02   0.792313E-08   0.708877E-05   0.370178E-06
   898   0.194931E+04   0.231781E+02   0.000000E+00   0.622350E+02   0.790911E-08   0.703832E-05   0.377427E-06
   899   0.193663E+04   0.234941E+02   0.000000E+00   0.627616E+02   0.789513E-08   0.698778E-05   0.384597E-06
   900   0.192392E+04   0.238119E+02   0.000000E+00   0.632539E+02   0.788118E-08   0.693715E-05   0.391686E-06
   901   0.191118E+04   0.241312E+02   0.000000E+00   0.637119E+02   0.786727E-08   0.688642E-05   0.398692E-06
   902   0.189843E+04   0.244520E+02   0.000000E+00   0.641355E+02   0.785340E-08   0.683561E-05   0.405617E-06
   903   0.188566E+04   0.247741E+02   0.000000E+00   0.645245E+02   0.783956E-08   0.678473E-05   0.412460E-06
   904   0.187287E+04   0.250974E+02   0.000000E+00   0.648788E+02   0.782576E-08   0.673376E-05   0.419220E-06
   905   0.186008E+04   0.254217E+02   0.000000E+00   0.651984E+02   0.781200E-08   0.668274E-05   0.425898E-06
   906   0.184728E+04   0.257471E+02   0.000000E+00   0.654831E+02   0.779826E-08   0.663164E-05   0.432494E-06
   907   0.183448E+04   0.260732E+02   0.000000E+00   0.657327E+02   0.778457E-08   0.658049E-05   0.439007E-06
   908   0.182169E+04   0.264000E+02   0.000000E+00   0.659475E+02   0.777091E-08   0.652928E-05   0.445438E-06
   909   0.180890E+04   0.267275E+02   0.000000E+00   0.661273E+02   0.775728E-08   0.647803E-05   0.451787E-06
   910   0.179612E+04   0.270554E+02   0.000000E+00   0.662722E+02   0.774369E-08   0.642673E-05   0.458053E-06
   911   0.178336E+04   0.273836E+02   0.000000E+00   0.663824E+02   0.773014E-08   0.637539E-05   0.464237E-06
   912   0.177062E+04   0.277120E+02   0.000000E+00   0.664579E+02   0.771662E-08   0.632402E-05   0.470339E-06
   913   0.175790E+04   0.280406E+02   0.000000E+00   0.664988E+02   0.770313E-08   0.627263E-05   0.476358E-06
   914   0.174520E+04   0.283690E+02   0.000000E+00   0.665050E+02   0.768968E-08   0.622121E-05   0.482294E-06
   915   0.173253E+04   0.286974E+02   0.000000E+00   0.664768E+02   0.767626E-08   0.616977E-05   0.488149E-06
   916   0.171989E+04   0.290255E+02   0.000000E+00   0.664143E+02   0.766288E-08   0.611832E-05   0.493920E-06
   917   0.170728E+04   0.293531E+02   0.000000E+00   0.663174E+02   0.764953E-08   0.606686E-05   0.499609E-06
   918   0.169470E+04   0.296802E+02   0.000000E+00   0.661865E+02   0.763621E-08   0.601541E-05   0.505215E-06
   919   0.168217E+04   0.300065E+02   0.000000E+00   0.660216E+02   0.762293E-08   0.596395E-05   0.510739E-06
   920   0.166968E+04   0.303320E+02   0.000000E+00   0.658228E+02   0.760969E-08   0.591250E-05   0.516180E-06
   921   0.165722E+04   0.306565E+02   0.000000E+00   0.655903E+02   0.759647E-08   0.586107E-05   0.521539E-06
   922   0.164482E+04   0.309798E+02   0.000000E+00   0.653244E+02   0.758329E-08   0.580965E-05   0.526814E-06
   923   0.163248E+04   0.313020E+02   0.000000E+00   0.650254E+02   0.757015E-08   0.575826E-05   0.532007E-06
   924   0.162019E+04   0.316228E+02   0.000000E+00   0.646937E+02   0.755704E-08   0.570689E-05   0.537117E-06
   925   0.160796E+04   0.319421E+02   0.000000E+00   0.643295E+02   0.754396E-08   0.565556E-05   0.542145E-06
   926   0.159579E+04   0.322598E+02   0.000000E+00   0.639332E+02   0.753091E-08   0.560427E-05   0.547089E-06
   927   0.158368E+04   0.325757E+02   0.000000E+00   0.635052E+02   0.751790E-08   0.555303E-05   0.551951E-06
   928   0.157165E+04   0.328899E+02   0.000000E+00   0.630457E+02   0.750492E-08   0.550183E-05   0.556730E-06
   929   0.155970E+04   0.332020E+02   0.000000E+00   0.625551E+02   0.749197E-08   0.545069E-05   0.561426E-06
   930   0.154782E+04   0.335119E+02   0.000000E+00   0.620337E+02   0.747906E-08   0.539960E-05   0.566039E-06
   931   0.153601E+04   0.338197E+02   0.000000E+00   0.614816E+02   0.746617E-08   0.534859E-05   0.570569E-06
   932   0.152430E+04   0.341250E+02   0.000000E+00   0.608991E+02   0.745333E-08   0.529764E-05   0.575016E-06
   933   0.151266E+04   0.344279E+02   0.000000E+00   0.602867E+02   0.744051E-08   0.524676E-05   0.579380E-06
   934   0.150112E+04   0.347281E+02   0.000000E+00   0.596443E+02   0.742772E-08   0.519597E-05   0.583662E-06
   935   0.148966E+04   0.350255E+02   0.000000E+00   0.589725E+02   0.741497E-08   0.514526E-05   0.587860E-06
   936   0.147829E+04   0.353199E+02   0.000000E+00   0.582715E+02   0.740225E-08   0.509464E-05   0.591975E-06
   937   0.146702E+04   0.356114E+02   0.000000E+00   0.575418E+02   0.738956E-08   0.504412E-05   0.596006E-06
   938   0.145585E+04   0.358997E+02   0.000000E+00   0.567836E+02   0.737691E-08   0.499370E-05   0.599955E-06
   939   0.144478E+04   0.361848E+02   0.000000E+00   0.559974E+02   0.736428E-08   0.494338E-05   0.603821E-06
   940   0.143380E+04   0.364663E+02   0.000000E+00   0.551836E+02   0.735169E-08   0.489318E-05   0.607603E-06
   941   0.142294E+04   0.367445E+02   0.000000E+00   0.543425E+02   0.733913E-08   0.484309E-05   0.611302E-06
   942   0.141218E+04   0.370190E+02   0.000000E+00   0.534744E+02   0.732660E-08   0.479312E-05   0.614918E-06
   943   0.140154E+04   0.372897E+02   0.000000E+00   0.525800E+02   0.731410E-08   0.474328E-05   0.618451E-06
   944   0.139100E+04   0.375566E+02   0.000000E+00   0.516596E+02   0.730163E-08   0.469357E-05   0.621900E-06
   945   0.138059E+04   0.378196E+02   0.000000E+00   0.507137E+02   0.728919E-08   0.464400E-05   0.625266E-06
   946   0.137028E+04   0.380785E+02   0.000000E+00   0.497427E+02   0.727679E-08   0.459457E-05   0.628549E-06
   947   0.136011E+04   0.383332E+02   0.000000E+00   0.487473E+02   0.726441E-08   0.454529E-05   0.631748E-06
   948   0.135005E+04   0.385838E+02   0.000000E+00   0.477278E+02   0.725207E-08   0.449616E-05   0.634864E-06
   949   0.134011E+04   0.388300E+02   0.000000E+00   0.466846E+02   0.723976E-08   0.444718E-05   0.637896E-06
   950   0.133030E+04   0.390718E+02   0.000000E+00   0.456184E+02   0.722747E-08   0.439837E-05   0.640845E-06
   951   0.132063E+04   0.393090E+02   0.000000E+00   0.445294E+02   0.721522E-08   0.434973E-05   0.643711E-06
   952   0.131107E+04   0.395415E+02   0.000000E+00   0.434184E+02   0.720300E-08   0.430125E-05   0.646493E-06
   953   0.130165E+04   0.397693E+02   0.000000E+00   0.422856E+02   0.719081E-08   0.425295E-05   0.649193E-06
   954   0.129236E+04   0.399923E+02   0.000000E+00   0.411316E+02   0.717865E-08   0.420482E-05   0.651811E-06
   955   0.128321E+04   0.402103E+02   0.000000E+00   0.399569E+02   0.716652E-08   0.415687E-05   0.654346E-06
   956   0.127419E+04   0.404232E+02   0.000000E+00   0.387620E+02   0.715441E-08   0.410910E-05   0.656801E-06
   957   0.126532E+04   0.406311E+02   0.000000E+00   0.375475E+02   0.714234E-08   0.406151E-05   0.659174E-06
   958   0.125658E+04   0.408337E+02   0.000000E+00   0.363140E+02   0.713030E-08   0.401411E-05   0.661467E-06
   959   0.124798E+04   0.410311E+02   0.000000E+00   0.350622E+02   0.711829E-08   0.396689E-05   0.663679E-06
   960   0.123952E+04   0.412233E+02   0.000000E+00   0.337928E+02   0.710631E-08   0.391986E-05   0.665812E-06
   961   0.123121E+04   0.414101E+02   0.000000E+00   0.325062E+02   0.709435E-08   0.387302E-05   0.667866E-06
   962   0.122305E+04   0.415915E+02   0.000000E+00   0.312034E+02   0.708243E-08   0.382638E-05   0.669840E-06
   963   0.121504E+04   0.417675E+02   0.000000E+00   0.298849E+02   0.707054E-08   0.377993E-05   0.671736E-06
   964   0.120717E+04   0.419380E+02   0.000000E+00   0.285511E+02   0.705867E-08   0.373368E-05   0.673554E-06
   965   0.119946E+04   0.421029E+02   0.000000E+00   0.272027E+02   0.704684E-08   0.368763E-05   0.675295E-06
   966   0.119189E+04   0.422621E+02   0.000000E+00   0.258403E+02   0.703503E-08   0.364179E-05   0.676958E-06
   967   0.118448E+04   0.424156E+02   0.000000E+00   0.244645E+02   0.702325E-08   0.359615E-05   0.678544E-06
   968   0.117722E+04   0.425633E+02   0.000000E+00   0.230757E+02   0.701151E-08   0.355071E-05   0.680054E-06
   969   0.117011E+04   0.427051E+02   0.000000E+00   0.216746E+02   0.699979E-08   0.350549E-05   0.681487E-06
